comment_id,post_id,score,creation_date,text,candidate_category,candidate_reason,human_label,review_notes,ollama_label,ollama_confidence,ollama_reason,ollama_explanation
44040728,27816408,0,2015-01-07 10:30:35,"@SarathAvanavu no, this is said by OP.**Suppose i have str1 = 'FirstName,MiddleName,LastName,Address' and str2 = 'Jhon,,,Berlin' . In This case MiddleName and LastName should be removed from str1** what you are saying totally contradicting",temporal_candidate,removed_api,,,neutral,0.9,no_evidence_of_obsolescence,The comment disputes the answer's logic regarding string parsing but does not mention any version changes or API updates.
44049617,27821379,0,2015-01-07 14:47:17,"umm they only give me a explain that with large DB ( because these DB store jp population in each ward, so sometime with the code I post in 1st post, it give a wrong result. They want to use another way without rownum but have exact the same time execute as rownum.",temporal_candidate,version_replacement,,,situational_failure,0.9,environmental_limitation,The comment describes a specific performance or accuracy issue with large databases rather than a change in technology.
44053154,27823264,0,2015-01-07 16:13:05,"Works great now, thanks for that. To better understand, why does the class get removed from the other elements? Does Angular rebuild the entire list on each click or does ng-class get re-evaluated on each click?",temporal_candidate,removed_api,,,freshness_confirmation,0.9,user_confirms_answer_works,The comment explicitly states the solution works great now.
44068983,27830772,0,2015-01-08 01:27:41,"That worked great! Thanks. The actual DOM elements for the table don't seem to have spurious elements. I'd love to use replace, because I think that's what's called for, but the docs say that replace is deprecated and will be removed. Do you have any ideas about a way to get clean HTML without replace?",temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.9,deprecated_api_usage,"The comment notes that the 'replace' method is deprecated and will be removed, indicating future obsolescence."
44069031,27830772,0,2015-01-08 01:30:10,@srkleiman Yes replace option has been deprecated but not removed yet. However the other way to do it is with attributes. The problem with your directive is that it does not have a self standing html. i.e you cannot really use your directives as is. You need them combined. You could as well combine them to one directive. I believe one of the reasons for the deprecation is to enforce semantically correct markup to be injected to DOM.,temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.9,explicit_deprecated,"The comment states that the replace option has been deprecated, indicating the answer relies on outdated functionality."
44076816,27790355,0,2015-01-08 08:53:54,just the PDP-11 in the path indicates a very obsolete piece of code.  And the Dennis_v6 probably reflects a unix v6 release.,temporal_candidate,explicit_obsolete,,,temporal_obsolescence,0.95,explicit_obsolete,The comment explicitly identifies the code as obsolete due to references to outdated systems like PDP-11 and Unix v6.
44092201,27844000,1,2015-01-08 15:56:56,"This works and probably will continue to work for some time, but keyCode is deprecated. https://developer.mozilla.org/en-US/docs/Web/API/KeyboardEvent.keyCode",temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.95,explicit_deprecated,"The comment states the answer will likely continue to work but notes that keyCode is deprecated, indicating future obsolescence due to API changes."
44093894,27834409,0,2015-01-08 16:37:09,"If you use `malloc()` — a reasonable solution to the problem — don't forget to add the appropriate `free()` to release the memory once it is no longer needed.  Otherwise, you have a memory leak, and they're bad in real-life programs.  (In the sample code, there are no harmful consequences to the leak — but embed the `malloc()` call in a loop in a big, long-running program and the leak becomes a big problem very quickly.)",temporal_candidate,no_longer,,,neutral,0.9,general_best_practice,The comment describes a fundamental programming rule about memory management that remains valid regardless of time.
44118402,27857827,0,2015-01-09 09:51:05,"The problem is that, the form needs to be removed from the dom so the user cant manipulate with the input fields (have not included that in the questing)",temporal_candidate,removed_api,,,situational_failure,0.8,form_removal_required,The comment suggests a specific DOM manipulation fix rather than citing a change in API or platform standards.
44173917,27884290,0,2015-01-11 11:16:58,"Thanks for the additionals. The original model is actually much larger, and contains sub-documents, e.g. 'assignments' attribute on 'ticket' contains an array of sub-documents. I actually tested using $max:assignments under the same $group, and it seems to work fine, but I wasn't sure if this is going to be consistent as how would mongoose know what to look for to determine if the array of assignments are ""max""/latest version? That's why I thought I'd use $sort before picking out the first set of assignments (and actually, 'version' can replace to use $first as well in this case).",temporal_candidate,newer_version,,,neutral,0.9,comment_discusses_alternative_approach,The comment proposes an alternative solution rather than stating the answer is outdated or incorrect.
44251695,27907139,0,2015-01-13 16:52:36,"@mwarren, figured out the final remaining issue. The incrementation, `minTimestamp = images[0].created_time;` needs to occur right before the `callback()`. However, `images[0].created_time` is no longer available a this point because `images` only exists within the data returned from Instagram. Need to find a way to grab this timestamp and pass it to minTimestamp for updating just before the callback.",temporal_candidate,no_longer,,,temporal_obsolescence,0.9,api_change,"The comment states that a specific property is no longer available in the API response, indicating an API change."
44253635,27928161,0,2015-01-13 17:49:18,"Thanks ! I am almost there. 
{details.rs}} is replaced !
But when details.rs is empty, the span is not removed from the dom.",temporal_candidate,removed_api,,,situational_failure,0.9,partial_functional_issue,The comment describes a specific edge case failure rather than general obsolescence.
44255710,27913547,0,2015-01-13 18:50:00,Never mind. My node.d.ts and express.d.ts files were outdated. After copying the latest versions from DefinitelyTyped my ts file compiles fine. Thanks!,temporal_candidate,explicit_outdated,,,temporal_obsolescence,0.95,outdated_type_definitions_resolved,The comment states that outdated type definition files caused the issue and were fixed by updating them.
44282263,27933527,1,2015-01-14 12:55:52,"Simply that ""when [you are] writing a multi-threaded program"", then you use `pthread_create()` to ""create a new thread of control"", not `fork()`, since that's presumably why you chose to write such a program. For other cases, it earlier says ""there are two reasons why POSIX programmers call `fork()`"", not ""there *were* two reasons...but now they always use pthreads for one of them"". Effectively deprecating the use of `fork()` for this purpose would be a very substantial change that hopefully would be highlighted very clearly, not relegated to an ambiguous discussion in a rationale section.",temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.9,explicit_deprecated,"The comment argues that the answer's rationale implies a substantial, unhighlighted change in practice regarding fork() usage."
44316355,27951135,0,2015-01-15 10:33:54,I just noticed that you are including a newer version of AngularJS. I was using 1.0.0 from a probably outdated tutorial.,temporal_candidate,explicit_outdated,,,temporal_obsolescence,0.95,version_change,"The comment explicitly states the answer uses a newer version of AngularJS compared to an outdated tutorial, indicating temporal obsolescence."
44316754,27906713,0,2015-01-15 10:48:09,"Okay, that's nice, but it won't work if the pages were switched by using something like that: `<div ng-repeat=""video in videos | onlyPage:page"" class=""col-item"">`, i.e. they would be removed from the dom when `page` is changed. I'm using this approach in another place and still forced to use jQuery for it",temporal_candidate,removed_api,,,situational_failure,0.9,comment_describes_specific_case_failure,The comment states the answer fails in a specific scenario involving DOM removal without citing a change in technology or API.
44328452,27966051,0,2015-01-15 16:13:43,"That's right, but the Module itself creates a dynamo-hash table. In it would create a range table it would be possible to get the outdated sessions by ""query"" instead by a ""scan"". So that would be much cheaper. So in my opinion it is a design error of the session module ""connect-dynamo""",temporal_candidate,explicit_outdated,,,neutral,0.9,no_temporal_evidence,The comment critiques a design choice without mentioning version changes or obsolescence.
44393650,28002097,0,2015-01-17 17:48:13,"Thanks, this *does* work for now- annoying that `sanitize_sql_hash` is being removed in Rails 5 though, meaning we can't use this as a permanent solution...",temporal_candidate,removed_api,,,temporal_obsolescence,0.95,api_removal_in_future_version,The comment states the answer is no longer a permanent solution because a specific method is being removed in an upcoming Rails version.
44399040,28004564,0,2015-01-17 23:07:33,"Thanks, that really cleared things up. Any good place with a good zend api reference? Official documentation seems very outdated and sparse.",temporal_candidate,explicit_outdated,,,neutral,0.9,no_obsolescence_claim,"The comment praises the answer and only mentions outdated documentation, not that the answer itself is obsolete."
44445679,28030377,0,2015-01-19 17:37:25,"It's actually the only way to make it work in recent versions of Angular, where support for global controllers have been removed.",temporal_candidate,newer_version,,,temporal_obsolescence,0.95,api_removed_in_newer_version,The comment states the answer is required for recent Angular versions because global controllers were removed.
44470859,28043212,1,2015-01-20 11:22:06,"i updated my code so that myService, controller1 and controller2 are all in 3 different modules. all you need to make sure is all the modules you use are included in your main code. 
http://jsfiddle.net/chandings/p0zxjevs/6/
the link to updated code.",temporal_candidate,version_replacement,,,neutral,0.9,no_temporal_evidence,The comment describes a code refactoring without mentioning any version changes or obsolescence.
44482335,28050086,0,2015-01-20 16:17:04,"Ok, but i want it to successivly return 1 then return 2 ,3 etc. (the factors of 18 starting with 1) - also can't use arrays",temporal_candidate,version_replacement,,,neutral,0.9,no_obsolescence_evidence,"The comment requests a specific algorithmic behavior without mentioning outdated code, version changes, or failure due to time."
44503919,28061106,1,2015-01-21 07:07:54,"Ok, that is not because of the `null` value. Possibly large Datatypes like `long` or `clob` don't get dsiplayed in pl/sql developer out of the box and i don't know if it's possible. If just for debugging you could do a workarround by converting to `varchar2`. If you still can you should avoid using `long` columns anyway because that datatype is deprecated.",temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.95,deprecated_datatype,"The comment states that the `long` datatype is deprecated, indicating the answer is outdated due to changes in recommended practices."
44509565,28063857,0,2015-01-21 10:19:54,"@dharani Sorry, I understood that you wanted to validate the format of the URL. In your case, you may use [getaddrinfo()](http://man7.org/linux/man-pages/man3/getaddrinfo.3.html) function and check for the return value (for exemple, `EAI_ADDRFAMILY` if the adress doesn't exist). `gethostbyname()` is deprecated.",temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.95,explicit_deprecated,"The comment states that gethostbyname() is deprecated, indicating the answer is outdated due to changes in recommended practices."
44512004,28064685,1,2015-01-21 11:27:49,"What text editor are you using? maybe mine is obsolete. In my text editor, your expression matches all the lowercase L in all words, uppercase and lowercase, even if I tick the 'Match Case' checkbox.",temporal_candidate,explicit_obsolete,,,neutral,0.9,irrelevant_question,The comment asks about the user's text editor settings and does not address answer obsolescence.
44520306,28070263,0,2015-01-21 15:12:06,"Thanks for help Mike, as I understand, resolvers had started executing when we are on  $routeChangeStart, so your suggested strategy could be something like check if cache is outdated and then reload route to execute resolvers again with updated Cache Data?",temporal_candidate,explicit_outdated,,,neutral,0.9,comment_proposes_solution,The comment suggests a potential fix rather than confirming obsolescence or stating the answer is wrong.
44522377,28068190,0,2015-01-21 15:59:12,"@Kalanidhi It would be good to note that one of the more pragmatic reasons not to continue using back-ticks is exactly why the OPs original code was failing - they don't nest (at least not very well, or without very careful escaping and what-not). That's one of the reasons they are becoming more obsolete, in light of the fact that you can nest `$( $( $( ... ) ) )`  arbitrarily without inducing escape-rage...",temporal_candidate,explicit_obsolete,,,temporal_obsolescence,0.9,explicit_obsolete,The comment states that backticks are becoming obsolete due to better nesting capabilities in modern syntax.
44555696,28089528,0,2015-01-22 13:08:37,"Note that whilst still popular, backticks have effectively been deprecated. See http://stackoverflow.com/questions/4708549/shell-programming-whats-the-difference-between-command-and-command for a  good explanation.",temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.9,explicit_deprecated,"The comment states that backticks have been deprecated, indicating the answer is outdated due to a change in recommended practice."
44556456,28089528,0,2015-01-22 13:30:00,@NickB Backticks are actually not deprecated. $() is an alternative to be able to nest commands: http://unix.stackexchange.com/a/126928,temporal_candidate,explicit_deprecated,,,neutral,0.9,clarification_of_misconception,The comment corrects a misunderstanding about backticks being deprecated rather than noting the answer became outdated.
44564201,28091740,0,2015-01-22 16:38:51,his whole point was to avoid .defer() since someone deprecated it (for a good reason):P,temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.95,explicit_deprecated,"The comment states the answer avoids a deprecated feature, indicating temporal obsolescence."
44565094,28089528,1,2015-01-22 17:03:58,"@jrarama  See first comment ""By most of the meanings of deprecated, I (and you) would say that backticks are deprecated. It's mostly a terminology question. –  Stéphane Chazelas Apr 28 '14 at 15:54"" . And a little later "" ...I have never heard an argument for continuing to use them in new code.""",temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.95,explicit_deprecated,The comment states that backticks are deprecated and should not be used in new code due to terminology changes.
44568494,28094688,0,2015-01-22 18:45:08,You have an obsolete answer.,temporal_candidate,explicit_obsolete,,,temporal_obsolescence,0.95,explicit_obsolete,The comment explicitly states the answer is obsolete.
44607276,28116372,0,2015-01-23 18:43:07,"I used the bodyparser, and i changed it to `app.use(bodyParser.json());` because otherwise it would give me a deprecation warning and the page wouldn't load. However, it still returns undefined",temporal_candidate,explicit_deprecated,,,situational_failure,0.9,comment_reports_undefined_return_despite_fix,"the user states the page still returns undefined after applying a fix, indicating a failure in their specific environment rather than general obsolescence."
44614521,28112926,0,2015-01-23 23:03:12,@MinecraftShamrock - ermm ... the problem should be self evident.  1) Application validates connection.  Validation succeeds. 2) Then ... database restarts 3) Then application tries to use connection which is no longer valid ... BANG!,temporal_candidate,no_longer,,,neutral,0.9,comment_describes_runtime_error,"The comment describes a runtime failure after a database restart, not an outdated answer."
44680144,28140589,0,2015-01-26 16:30:24,"@DNac Certainly, you could either do the split in 2 steps, first on one delimiter then the other, or you could add another `REPLACE()` to make all the delimiters the same:
`CONVERT(XML,'<String><Section>'+ REPLACE(REPLACE(testString,'/','-'),'-', '</Section><Section>') + '</Section></String>') AS xmlString`",temporal_candidate,version_replacement,,,neutral,0.9,no_obsolescence_indicators,"The comment proposes a technical solution without indicating the answer is outdated, wrong, or situationally failed."
44692844,28123242,0,2015-01-26 23:38:33,"Thanks for the help. It's not quite the solution I wanted, but it will work in the mean time. I'm using ""@node %~dp0\node_modules\Node-Command\Test.js %*"" instead so it goes of the current directory. I also wrote a node command to automate this process for me. If you'd like the source code I'd be more than happy to post it.",temporal_candidate,version_mismatch,,,neutral,0.9,user_workaround,"The comment describes a temporary workaround and willingness to share code, not an indication of obsolescence or incorrectness."
44693611,28160274,0,2015-01-27 00:19:05,is `Cursor.each` not deprecated? http://mongodb.github.io/node-mongodb-native/2.0/api-docs/,temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.9,explicit_deprecated,"The comment explicitly references a deprecated API version, indicating the answer is outdated."
44699085,28164140,1,2015-01-27 06:04:21,"There is no need to watch for $locationChangeStart event, you can simply watch for $destroy event to be fired. It is fired whenever an element is removed from DOM.",temporal_candidate,removed_api,,,temporal_obsolescence,0.9,deprecated_event_replaced_by_lifecycle_hook,"The comment suggests replacing a deprecated AngularJS event with a more modern lifecycle hook, indicating the original approach is outdated."
44699231,28164140,0,2015-01-27 06:11:46,"`$destroy` is fired when the directive's scope is deleted, which happens when the directive is removed from the DOM with `ng-if`, for example, and, not coincidentally, also when you change Views.",temporal_candidate,removed_api,,,neutral,0.9,no_obsolescence_evidence,The comment describes existing behavior without indicating the answer is outdated or incorrect.
44745665,28188731,0,2015-01-28 09:34:40,You should really get used to explicit `JOIN` operators in the `FROM` clause instead of the outdated implicit joins in the `WHERE` clause,temporal_candidate,explicit_outdated,,,temporal_obsolescence,0.95,explicit_join_preferred_over_implicit,The comment explicitly states that implicit joins are outdated and recommends using explicit JOIN operators.
44747553,28189780,0,2015-01-28 10:27:34,"Note that [*event.which*](https://developer.mozilla.org/en-US/docs/Web/API/KeyboardEvent.which) is deprecated, [*event.keyCode*](https://developer.mozilla.org/en-US/docs/Web/API/KeyboardEvent.keyCode) should be used instead. Also consider`document.forms[0].submit()`.",temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.95,deprecated_api_usage,The comment explicitly states that the answer uses a deprecated API property.
44748415,28189780,0,2015-01-28 10:53:06,"@bardzusny—sorry, but [*keyCode*](https://developer.mozilla.org/en-US/docs/Web/API/KeyboardEvent.keyCode) is deprecated too!! Need to use [*event.key*](https://developer.mozilla.org/en-US/docs/Web/API/KeyboardEvent.key).",temporal_candidate,explicit_deprecated,,,temporal_obsolescence,1.0,api_deprecation,The comment states that keyCode is deprecated and event.key should be used instead.
44749105,28189780,0,2015-01-28 11:13:22,"@RobG `event.key` is supported only by Firefox, take a look at the compatibility table. Yeah, it turned out to be ""deprecated vs deprecated"" scenario. But AFAIK there are no (supported, ""not deprecated"") alternatives, right now.",temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.9,deprecated_api_alternative_lack,"The comment states the feature is deprecated and no supported alternatives exist, indicating obsolescence."
44760875,28197137,1,2015-01-28 16:20:56,"While `select ... into ... from` does work in Postgres to create a new table, that syntax is deprecated and only there for backward compatibility. It is better to use the standard `create table xx as select ...` syntax",temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.95,explicit_deprecated,"The comment states the syntax is deprecated and only kept for backward compatibility, indicating it is outdated."
44762453,28196628,0,2015-01-28 16:59:32,"Cheers, The code is not perfect, on top of my head there are ways to shorten the code and make it work more effectively. The above code merely shows 1 way of doing that. If you have gigantic lists, you may need to consider using global cardlist such that whenever you pick an item, that item is removed from the list. The code sample I provided have fatal performance issues for huge input lists.",temporal_candidate,removed_api,,,neutral,0.9,general_code_improvement_suggestion,"The comment suggests optimizations and alternative approaches without indicating the answer is outdated, wrong, or situationally failed."
44768282,28200640,0,2015-01-28 19:47:59,"@JBNizet The ArrayList does have a variable size, but the resize operations are expensive, as are push/pop. In addition,  it's capacity will grow automatically, but no guarantees are made about shrinking when it is no longer needed. On the other hand, indexing into a LinkedList is horribly expensive, and it does make perfect sense to build using a LinkedList when the needed size is unknown (or varies to an unacceptable degree), then use that to build an ArrayList. The cost of building the ArrayList is more than offset the first time the List is used in a for loop.",temporal_candidate,no_longer,,,neutral,0.95,no_temporal_change_mentioned,The comment discusses performance trade-offs between ArrayList and LinkedList without referencing any version changes or obsolescence.
44784822,28186392,0,2015-01-29 08:35:23,"It's a ray. It as a position in world space and direction vector. That gives you a line of points in 3 space that the user is 'over' with the mouse. For picking, you'd use a traditional ray-triangle (usually with a ray-bounding-volume early out) test to find out what you 'hit'.",temporal_candidate,version_replacement,,,neutral,0.95,comment_explains_ray_concept,The comment explains the geometric concept of a ray for picking without mentioning version changes or obsolescence.
44792385,28214160,0,2015-01-29 12:11:30,`ASC` is obsolete here,temporal_candidate,explicit_obsolete,,,temporal_obsolescence,1.0,explicit_version_deprecation,The comment explicitly states that ASC is obsolete in this context.
44806266,28221143,0,2015-01-29 18:09:42,? Casting in C is [not necessary/deprecated](http://stackoverflow.com/questions/605845/do-i-cast-the-result-of-malloc). On further inspection: this is an array of pointers to pointers *to pointers* to ints -- it's Inception alright but probably not what the OP meant.,temporal_candidate,explicit_deprecated,,,neutral,0.9,no_temporal_evidence,The comment questions the necessity of casting and discusses pointer complexity without stating that casting is deprecated or no longer works.
44809414,28207827,2,2015-01-29 19:45:02,"While you're right there shouldn't be spaces, i am typing the credit card in without spaces and it still doesn't work. Is there a chance that certain regexp don't work on Java 7?",temporal_candidate,version_cutoff,,,temporal_obsolescence,0.85,java_version_change,"The comment suggests the issue may be specific to Java 7, implying potential obsolescence or incompatibility with newer versions."
44839974,28223817,0,2015-01-30 15:46:15,"@JonathanMee - That's what I'm trying to tell you, you don't compare each element of `n` with every other element! That cannot happen. If you compare one element with a lot of other elements of `n`, then those ""a lot of other elements"" will be removed from the stack and nothing will be compared with them ever again. The number of times you have to compare a **fixed** element of `n` with other elements of `n` depends on the actual input, but the number of times you have to compare **all** elements of `n` with other elements of `n` is **linear in `n`**, so the whole thing is also linear.",temporal_candidate,removed_api,,,neutral,0.9,no_evidence_of_obsolescence,The comment explains a logical error in algorithm complexity without mentioning any version changes or API deprecations.
44865707,28202612,0,2015-01-31 15:57:39,Does this re-transition and class deprecation also happen if those functions are closures with the same source?,temporal_candidate,explicit_deprecated,,,neutral,0.9,question_about_future_behavior,The comment asks about potential future deprecation rather than confirming current obsolescence.
44878240,28260240,0,2015-02-01 07:22:59,"regarding the last example, line: 'd[4 * no + i - 1] = val % 2;' invokes a module function.  which will work, but is not necessary.  suggest a simple: 'd[4 * no + i - 1] = val&0x01;' and if the above 'for' loop ran from 3 to >=0 then the '-1' can be removed from the equation.",temporal_candidate,removed_api,,,neutral,0.8,optimization_suggestion,The comment suggests a bitwise optimization rather than noting the answer is outdated or incorrect.
44885426,28263978,0,2015-02-01 15:31:29,"#Rookie I tried Commenting `$locationProvider.html5Mode(true)` and `base href`but it doesnt help. Also my first sample above does not use `locationProvider` and that has the same problem too. Routing works when I visit angular pages like `#/templates` but when I visit the default page `http://example.com/my-app`, instead of the url showing `http://example.com/my-app/#templates/` it shows `http://example.com/templates`. This is the case in both examples I've shown above (with and without `$locationProvider`). My base url is created automatically by Joomla like this `http://example.com/my-app`",temporal_candidate,version_mismatch,,,situational_failure,0.85,user_reports_routing_issue_without_version_change_evidence,The comment describes a routing behavior issue without mentioning any version updates or API changes that would indicate temporal obsolescence.
44886102,28255184,0,2015-02-01 16:05:32,"Yes, you are true, but I have to compile my file in Dev-C++, which uses outdated libraries and that's why I was trying to use qsort. Thanks for your code, I'll keep it for future programs!",temporal_candidate,explicit_outdated,,,situational_failure,0.9,user_specific_environment_constraint,The comment attributes the issue to a specific outdated compiler environment rather than general temporal obsolescence.
44907444,28274790,0,2015-02-02 11:16:55,Location of INDEX varies as entries are added/removed from table and I don't want to count INDEX every time I alter table.,temporal_candidate,removed_api,,,neutral,0.9,no_obsolescence_evidence,The comment describes a persistent behavior of the database index rather than an answer becoming outdated or incorrect.
44916791,28280636,0,2015-02-02 15:44:16,Backticks are deprecated,temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.95,explicit_deprecated,"The comment states that backticks are deprecated, indicating the answer is outdated due to a change in recommended practice."
44917274,28280636,0,2015-02-02 15:55:21,"@HolgerJust You have cited an answer on this stie, which doesn't really prove anything. But regardless, even if not deprecated, they are obsolete and have absolutely no advantage on `$()` whereas `$()` has many advantages on them. The only reason to ever use them is for compatibility with a old Bourne Shells.Also if you read the top comment for that post, i am of the same opinion.",temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.9,explicit_deprecated,"The comment states the feature is obsolete and only useful for compatibility with old shells, indicating a change in recommended practice."
44954568,28299400,1,2015-02-03 14:44:58,"`select` is IMHO nearly obsolete. Use `poll`  instead. And yes, you could use it with threads.",temporal_candidate,explicit_obsolete,,,temporal_obsolescence,0.9,explicit_obsolete,The comment explicitly states that 'select' is obsolete and recommends using 'poll' instead.
44954816,28299400,0,2015-02-03 14:50:47,"On my University teacher's documentation I just read it is suggested to use this function. Since I don't trust very much whatever he says, would you tell me why do you consider it obsolete?",temporal_candidate,explicit_obsolete,,,neutral,0.9,no_evidence_of_obsolescence,The comment questions the answer's status but provides no factual evidence that it is outdated or incorrect.
44968135,28307928,0,2015-02-03 20:59:24,"@Fallenreaper: Did you try to put `$1 (` into Xcode's replacement box? Just verified this to work in Version 6.1.1. Alternatively, you could try `\1 (`.",temporal_candidate,version_supported_only,,,freshness_confirmation,0.9,version_verified_works,The comment confirms the answer works in a specific version of Xcode.
44990976,28318639,0,2015-02-04 12:34:25,"Thank you, that is correct. I removed the print since it was no longer needed (write to logfile is enough). All is well now.",temporal_candidate,no_longer,,,freshness_confirmation,0.95,user_confirms_answer_validity,The user explicitly states the answer is correct and their issue is resolved.
44997457,28320872,1,2015-02-04 15:19:25,"Please change the view to **dbc.ColumnsV**, dbc.Columns is an old legacy version, deprecated since TD12. Starting with TD14.10 it might return wrong results if object names longer than 30 characters are used...",temporal_candidate,explicit_deprecated,,,temporal_obsolescence,0.95,explicit_deprecated,The comment states the answer is outdated because a specific API version was deprecated and replaced by a newer one.
45006051,28322893,0,2015-02-04 19:04:23,"In 2D, you can use Manhattan distance so long as you don't move diagonally, which will be optimal for shortest path problems. This is (# of columns from goal + # of rows from goal). Basically, an admissable heuristic never overestimates cost to reach goal (it's ""optimistic"")",temporal_candidate,version_replacement,,,neutral,1.0,no_temporal_indicators,The comment explains a general principle of Manhattan distance without mentioning version changes or obsolescence.
45010654,28331561,0,2015-02-04 21:28:32,"I actually just realized I was working in the wrong file lol. Wtf. I am sorry, this thread is no longer needed cuz I now just do ng-if=distribution.name on my directive tag, so that it shows the directive only after there is a name value, so I dont need to do $watch at all, which turns out to be a better UX as well. Thanks for your help though!!",temporal_candidate,no_longer,,,situational_failure,0.9,user_mistake,"The user realized they were working in the wrong file, making the comment a situational failure rather than true obsolescence."
